crop_name,country_code,adm_id,harvest_year,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,avg_ssm_z,avg_ndvi_z
wheat,IN,IN-05-0079,2016,325.903,93.097,358.1,3.268,17.32446,76.86651,10958.0,14.706,1.557,4.0,-0.4875655954054692,0.17414020813613196
wheat,IN,IN-05-0079,2017,325.903,93.097,358.1,3.268,17.32446,76.86651,10958.0,14.706,1.557,4.0,0.07023132451976997,2.101320852797592
wheat,IN,IN-05-1010,2003,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,-1.4046949105205633,-1.8571753102624036
wheat,IN,IN-05-1010,2004,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,-1.1773860234773188,-1.0980856129563987
wheat,IN,IN-05-1010,2005,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,-0.29021565376741354,-0.5162324797908067
wheat,IN,IN-05-1010,2006,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,0.7093007555670373,-0.02339900557959633
wheat,IN,IN-05-1010,2007,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,0.805810406091085,0.3623528498893903
wheat,IN,IN-05-1010,2009,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,0.7811571244203219,0.2991359906319299
wheat,IN,IN-05-1010,2010,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,1.705766786291469,1.2609353493347004
wheat,IN,IN-05-1010,2011,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,1.5370490602894826,0.7793445235628615
wheat,IN,IN-05-1010,2012,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,-0.8338508675991235,-0.5146556420315492
wheat,IN,IN-05-1010,2013,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,-0.42447965773075047,0.8892334329689807
wheat,IN,IN-05-1010,2014,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,0.5589461735255786,1.5857280905197078
wheat,IN,IN-05-1010,2015,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,-0.8209612411437229,0.6552439478127482
wheat,IN,IN-05-1010,2016,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,-0.6086586523638171,-0.1912826061717481
wheat,IN,IN-05-1010,2017,323.203,88.584,36.6,0.559,16.33397,75.45493,6549.0,15.143,1.599,4.0,-0.5377832995822364,0.8004782452193892
wheat,IN,IN-05-1012,2003,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,-1.4727999600761335,-2.1194900266462877
wheat,IN,IN-05-1012,2004,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,-1.037293202908609,-1.2637077548602311
wheat,IN,IN-05-1012,2005,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,-0.4350460411493694,-0.41615645023635384
wheat,IN,IN-05-1012,2006,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,0.8139609452503385,-0.23073724864174536
wheat,IN,IN-05-1012,2007,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,0.6050291955376037,-0.16241766321879228
wheat,IN,IN-05-1012,2008,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,1.4973434680995839,0.0510212452827016
wheat,IN,IN-05-1012,2009,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,0.5153960743933234,0.4804704273150772
wheat,IN,IN-05-1012,2010,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,1.2711089610523205,2.053324348881284
wheat,IN,IN-05-1012,2011,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,1.5837935948850463,0.68720772964719
wheat,IN,IN-05-1012,2012,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,-0.2267997831889589,-0.4274488238931487
wheat,IN,IN-05-1012,2013,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,-0.5888164986238071,0.5206266044067165
wheat,IN,IN-05-1012,2014,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,0.06922938912925691,1.3970171004232503
wheat,IN,IN-05-1012,2015,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,-0.4529917633443766,0.9036580526771055
wheat,IN,IN-05-1012,2016,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,-1.033839567062233,-0.9449745858235645
wheat,IN,IN-05-1012,2017,320.299,105.316,2.7,0.045,14.65224,75.95663,5921.0,13.608,1.482,5.0,-1.1082748119939898,0.12703819965528204
wheat,IN,IN-05-1013,2003,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,-1.4113685886885776,-2.2591250766640827
wheat,IN,IN-05-1013,2004,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,-1.2857663308222378,-0.6805828163171733
wheat,IN,IN-05-1013,2005,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,-0.3788107316171508,-0.05892275424716151
wheat,IN,IN-05-1013,2006,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,0.7141954790705829,-0.0033767863813200815
wheat,IN,IN-05-1013,2007,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,0.697832956470596,0.09034665904468125
wheat,IN,IN-05-1013,2008,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,1.0270917117949627,0.36358294324301416
wheat,IN,IN-05-1013,2009,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,0.6397595186668639,0.7877645218414687
wheat,IN,IN-05-1013,2010,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,1.5475834269631634,2.1356365578759884
wheat,IN,IN-05-1013,2011,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,1.5765879615168756,1.2984261570822548
wheat,IN,IN-05-1013,2012,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,-0.6678012571274886,-0.5012920943421596
wheat,IN,IN-05-1013,2013,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,-0.5320275394249766,0.4800681589061939
wheat,IN,IN-05-1013,2014,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,0.4595722271084703,0.9587458299685485
wheat,IN,IN-05-1013,2015,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,-0.7154075183199544,0.10547429529245543
wheat,IN,IN-05-1013,2016,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,-0.9371158374280023,-0.8159247848509686
wheat,IN,IN-05-1013,2017,320.07,97.048,20.5,0.439,15.66866,75.56071,4654.0,13.144,1.619,4.0,-0.7343254781631351,-0.7854023764474777
wheat,IN,IN-05-1014,2003,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,-1.2942351366392402,-2.136935002916795
wheat,IN,IN-05-1014,2004,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,-0.9409935983980583,-1.1583755865954701
wheat,IN,IN-05-1014,2005,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,-0.4134167878676156,-0.5465308881328325
wheat,IN,IN-05-1014,2006,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,0.9727436809936654,-0.3201066153403843
wheat,IN,IN-05-1014,2007,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,0.9229366491573148,0.08031149287098269
wheat,IN,IN-05-1014,2008,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,1.253290887096245,0.4180490500732072
wheat,IN,IN-05-1014,2009,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,0.2856733932985611,0.3096485677397401
wheat,IN,IN-05-1014,2010,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,1.363173282223516,1.6488946453948827
wheat,IN,IN-05-1014,2011,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,1.4068498470020958,0.9039023294919968
wheat,IN,IN-05-1014,2012,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,-0.48614265788581623,-0.06532003631360428
wheat,IN,IN-05-1014,2013,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,-0.4516860075218424,0.42592889077149754
wheat,IN,IN-05-1014,2014,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,0.3542333872749422,1.4444246373917922
wheat,IN,IN-05-1014,2015,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,-0.4420684858073541,1.077371193349241
wheat,IN,IN-05-1014,2016,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,-1.1700536666858286,-0.3348549802837103
wheat,IN,IN-05-1014,2017,323.616,104.158,9.0,0.187,14.86523,75.34825,4820.0,13.571,1.592,4.0,-1.3603047862405901,0.2587667086852568
wheat,IN,IN-05-1015,2003,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,-1.5063363702157961,-2.271496138169605
wheat,IN,IN-05-1015,2004,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,-1.367377121194663,-0.8647523649717753
wheat,IN,IN-05-1015,2005,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,-0.20921329734033312,0.25074661832265827
wheat,IN,IN-05-1015,2006,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,0.530019137507859,-0.5459211459203018
wheat,IN,IN-05-1015,2007,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,0.799720525723121,-0.13692615008972384
wheat,IN,IN-05-1015,2008,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,1.089527550611234,0.4478477575189599
wheat,IN,IN-05-1015,2009,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,0.8534706073069686,0.4593337591660052
wheat,IN,IN-05-1015,2010,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,1.416771687389775,1.7507016482162245
wheat,IN,IN-05-1015,2011,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,1.510136569470928,0.7935515376446285
wheat,IN,IN-05-1015,2012,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,-0.8558905839847443,-0.11624254559122175
wheat,IN,IN-05-1015,2013,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,-0.45363774182918787,0.809821838160018
wheat,IN,IN-05-1015,2014,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,0.3712110551733415,1.3271250807876516
wheat,IN,IN-05-1015,2015,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,-0.8025180871179746,0.41783452716156483
wheat,IN,IN-05-1015,2016,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,-0.8042458535309334,-1.0885875945995858
wheat,IN,IN-05-1015,2017,316.875,101.785,87.9,1.578,15.57624,76.42131,5568.0,13.605,1.579,5.0,-0.571638077969605,-1.108111955218055
wheat,IN,IN-06-0007,2003,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,0.7598029460618915,-0.9071467957045826
wheat,IN,IN-06-0007,2004,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,-0.1051395755103241,-0.5056242666313601
wheat,IN,IN-06-0007,2005,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,-0.6034554689790887,-0.8687150344354685
wheat,IN,IN-06-0007,2006,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,-0.5133322980125534,-0.11540676146412732
wheat,IN,IN-06-0007,2007,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,-0.5464108054048975,-0.2531954397458563
wheat,IN,IN-06-0007,2008,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,-0.45742247522564505,-0.4985931535631298
wheat,IN,IN-06-0007,2009,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,-1.4954067028728932,-0.5987755839759462
wheat,IN,IN-06-0007,2010,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,-1.3189599760202075,-0.4017691350157603
wheat,IN,IN-06-0007,2011,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,-0.22029118805140216,0.39280752922312606
wheat,IN,IN-06-0007,2012,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,0.7057983351332879,0.01683967418868817
wheat,IN,IN-06-0007,2013,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,2.3754679727318466,0.509493435971118
wheat,IN,IN-06-0007,2014,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,1.0882054583723764,0.980299563553792
wheat,IN,IN-06-0007,2015,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,0.6405654082707911,1.5895100118109662
wheat,IN,IN-06-0007,2016,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,0.32921390289173863,1.5928392748511395
wheat,IN,IN-06-0007,2017,340.335,109.031,2273.0,44.646,23.33384,79.85394,5091.0,14.689,1.574,4.0,-0.6386355333849256,1.7490298943679141
wheat,IN,IN-06-0008,2003,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,0.4107923331974392,0.03945974837501974
wheat,IN,IN-06-0008,2004,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,-0.34624674563687496,-0.693624765661497
wheat,IN,IN-06-0008,2005,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,-1.0804086914333118,0.038145976844487624
wheat,IN,IN-06-0008,2006,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,-0.30663349610608054,0.1112573625185604
wheat,IN,IN-06-0008,2007,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,0.15693759502500212,-0.26331652460037624
wheat,IN,IN-06-0008,2008,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,0.3803565073499259,0.2532002704576198
wheat,IN,IN-06-0008,2009,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,-1.898220479275103,-0.18507574957034675
wheat,IN,IN-06-0008,2010,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,-0.6152089808546246,0.2730079027641023
wheat,IN,IN-06-0008,2011,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,-0.15027538456475945,0.38439046371603613
wheat,IN,IN-06-0008,2012,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,0.374969510721795,0.07210191794129345
wheat,IN,IN-06-0008,2013,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,2.4455524126244663,0.7801503081146071
wheat,IN,IN-06-0008,2014,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,0.730392598297219,1.735538794291039
wheat,IN,IN-06-0008,2015,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,0.7979749830869128,1.9591243770917077
wheat,IN,IN-06-0008,2016,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,0.08847871992686128,-0.19273208317889653
wheat,IN,IN-06-0008,2017,338.915,105.55,102.0,1.104,21.92181,80.10752,9243.0,14.544,1.553,4.0,-0.9884608823589054,-0.5092818761669353
wheat,IN,IN-06-0009,2003,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,0.09386358598665226,-1.1486223432420501
wheat,IN,IN-06-0009,2004,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,-0.8861033180668553,-0.6895417972798934
wheat,IN,IN-06-0009,2005,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,-1.5596885806905072,-0.28699458547764234
wheat,IN,IN-06-0009,2006,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,-0.5905982327971384,0.04044677362100459
wheat,IN,IN-06-0009,2007,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,-0.03572879651196503,0.12347935295432201
wheat,IN,IN-06-0009,2008,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,-0.308575484468161,-0.6457695911577319
wheat,IN,IN-06-0009,2009,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,-1.212530317694286,-0.39638502409098647
wheat,IN,IN-06-0009,2010,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,-0.4462889599573723,0.9647430918343123
wheat,IN,IN-06-0009,2011,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,0.19351950969060844,0.36725448971496377
wheat,IN,IN-06-0009,2012,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,0.6625045872541977,0.1277374339457719
wheat,IN,IN-06-0009,2013,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,2.429204531939656,0.32907182924556255
wheat,IN,IN-06-0009,2014,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,0.9039223629622231,1.2877185350359697
wheat,IN,IN-06-0009,2015,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,0.9965457421380861,1.6978287623832475
wheat,IN,IN-06-0009,2016,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,0.35023713345616597,0.44770180558918826
wheat,IN,IN-06-0009,2017,338.948,108.076,1973.5,16.702,22.11381,78.92222,11816.0,14.465,1.528,4.0,-0.5902837632413097,1.2518708156891816
wheat,IN,IN-06-0010,2003,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,0.36552811947112146,-1.3300957752094669
wheat,IN,IN-06-0010,2004,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,-0.5183186987442849,-0.29098107857923483
wheat,IN,IN-06-0010,2005,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,-1.3758014303597412,-0.6884591450338822
wheat,IN,IN-06-0010,2006,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,-0.7098348389163369,0.03850100665110579
wheat,IN,IN-06-0010,2007,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,-0.48909586265170096,0.02757520001780427
wheat,IN,IN-06-0010,2008,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,-0.6914373257088036,-0.623966156115464
wheat,IN,IN-06-0010,2009,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,-1.201983908330762,-0.2343885847572017
wheat,IN,IN-06-0010,2010,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,-0.7794491579600984,-0.009361693635473343
wheat,IN,IN-06-0010,2011,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,0.11470116615183833,0.04131232531698393
wheat,IN,IN-06-0010,2012,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,0.7585874829480164,-0.3700773061231848
wheat,IN,IN-06-0010,2013,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,2.408364351962499,0.48905687249623936
wheat,IN,IN-06-0010,2014,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,0.8797492799968369,1.5612986173350916
wheat,IN,IN-06-0010,2015,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,0.9660694764998158,0.795565695716536
wheat,IN,IN-06-0010,2016,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,0.5225377143376015,1.4113616218215892
wheat,IN,IN-06-0010,2017,339.529,108.906,1814.7,35.333,23.0122,79.0168,5136.0,14.819,1.59,4.0,-0.2496163686960011,1.9464492745603956
wheat,IN,IN-06-0011,2003,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,0.41709001266236506,-1.153006222440874
wheat,IN,IN-06-0011,2004,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,-0.6037155332952281,-0.5947257669095433
wheat,IN,IN-06-0011,2005,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,-1.0248085967726526,-0.3859878319145832
wheat,IN,IN-06-0011,2006,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,-0.47353378000262486,-0.6232532846921872
wheat,IN,IN-06-0011,2007,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,-0.0728620912884673,-0.012197651614166109
wheat,IN,IN-06-0011,2008,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,-0.13770387361505457,0.38338977111476114
wheat,IN,IN-06-0011,2009,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,-1.59292543492621,-0.4391706998127814
wheat,IN,IN-06-0011,2010,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,-0.8871029114078494,0.8199538149929961
wheat,IN,IN-06-0011,2011,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,-0.06078015700123179,0.3328052726221271
wheat,IN,IN-06-0011,2012,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,0.6411866722343266,0.5017344541165629
wheat,IN,IN-06-0011,2013,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,2.4923284571932727,0.8546561849506408
wheat,IN,IN-06-0011,2014,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,0.9311794456015052,1.2635798205497915
wheat,IN,IN-06-0011,2015,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,0.859600854721503,1.6562302123692154
wheat,IN,IN-06-0011,2016,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,0.24942427720462187,0.6893741462195617
wheat,IN,IN-06-0011,2017,339.66,107.86,2055.7,23.472,22.38165,79.63438,8758.0,14.545,1.553,4.0,-0.7373773413082788,0.3399392563860172
wheat,IN,IN-06-0012,2003,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,0.7292928681405062,-0.5374939608242381
wheat,IN,IN-06-0012,2004,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,-0.23764799873745918,-0.14052226061613635
wheat,IN,IN-06-0012,2005,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,-0.6294180365029659,-0.06646973665066405
wheat,IN,IN-06-0012,2006,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,-0.3219020076392491,-0.47574950249096
wheat,IN,IN-06-0012,2007,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,-0.14096845220486748,0.05161498462091903
wheat,IN,IN-06-0012,2008,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,-0.11937199577901837,-0.45173210560334437
wheat,IN,IN-06-0012,2009,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,-1.8914779831220765,-0.40173174549350693
wheat,IN,IN-06-0012,2010,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,-1.2070940614937997,-0.1904234798542385
wheat,IN,IN-06-0012,2011,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,-0.2891376539265235,0.16687053634580057
wheat,IN,IN-06-0012,2012,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,0.6179223403861888,0.17433623321877492
wheat,IN,IN-06-0012,2013,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,2.278029230160513,1.2946837144843517
wheat,IN,IN-06-0012,2014,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,0.9803254023052314,1.6590227113536016
wheat,IN,IN-06-0012,2015,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,0.7977867048391972,2.089604733793789
wheat,IN,IN-06-0012,2016,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,0.18065390186232402,0.009669393768895704
wheat,IN,IN-06-0012,2017,340.188,109.308,446.4,5.947,22.63895,80.21053,7507.0,14.56,1.559,4.0,-0.7469922582880042,0.3123837553971763
wheat,IN,IN-06-0013,2003,338.341,107.672,4987.5,48.55,23.94573,78.64516,10273.0,14.441,1.56,4.0,0.5061298469539072,-1.160428415832692
wheat,IN,IN-06-0013,2004,338.341,107.672,4987.5,48.55,23.94573,78.64516,10273.0,14.441,1.56,4.0,-0.03096164625192948,-0.6033230367925685
wheat,IN,IN-06-0013,2005,338.341,107.672,4987.5,48.55,23.94573,78.64516,10273.0,14.441,1.56,4.0,-1.128505846795364,-0.6651307562500711
wheat,IN,IN-06-0013,2006,338.341,107.672,4987.5,48.55,23.94573,78.64516,10273.0,14.441,1.56,4.0,-0.8821720320054509,-0.10355083268279393
wheat,IN,IN-06-0013,2007,338.341,107.672,4987.5,48.55,23.94573,78.64516,10273.0,14.441,1.56,4.0,-0.9460932831798409,0.20430766494917516
wheat,IN,IN-06-0013,2008,338.341,107.672,4987.5,48.55,23.94573,78.64516,10273.0,14.441,1.56,4.0,-0.6799213165210686,-0.5968324886872481
wheat,IN,IN-06-0013,2009,338.341,107.672,4987.5,48.55,23.94573,78.64516,10273.0,14.441,1.56,4.0,-1.103738444214053,0.4841387957627013
