crop_name,country_code,adm_id,harvest_year,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,avg_ssm_z,avg_fpar_z
wheat,IN,IN-06-0041,2010,339.947,109.993,3169.2,51.389,23.86633,76.72751,6167.0,14.518,1.544,4.0,-0.8356099937784487,0.5572525679078707
wheat,IN,IN-06-0041,2011,339.947,109.993,3169.2,51.389,23.86633,76.72751,6167.0,14.518,1.544,4.0,0.2528422283280842,-0.02758438062087566
wheat,IN,IN-06-0041,2012,339.947,109.993,3169.2,51.389,23.86633,76.72751,6167.0,14.518,1.544,4.0,0.5977048098962775,0.011799670421451604
wheat,IN,IN-06-0041,2013,339.947,109.993,3169.2,51.389,23.86633,76.72751,6167.0,14.518,1.544,4.0,2.139322744715297,0.8647900380700069
wheat,IN,IN-06-0041,2014,339.947,109.993,3169.2,51.389,23.86633,76.72751,6167.0,14.518,1.544,4.0,1.0325626223712727,0.9211105081686982
wheat,IN,IN-06-0041,2015,339.947,109.993,3169.2,51.389,23.86633,76.72751,6167.0,14.518,1.544,4.0,1.2203315381511874,1.5048078832574552
wheat,IN,IN-06-0041,2016,339.947,109.993,3169.2,51.389,23.86633,76.72751,6167.0,14.518,1.544,4.0,0.6574875067166907,0.3370103528123593
wheat,IN,IN-06-0041,2017,339.947,109.993,3169.2,51.389,23.86633,76.72751,6167.0,14.518,1.544,4.0,-0.06042496593045716,1.3569678772370104
wheat,IN,IN-06-0042,2003,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,-0.9427225073192909,-1.2561665710181766
wheat,IN,IN-06-0042,2004,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,-0.9528436414863496,0.08283793225771521
wheat,IN,IN-06-0042,2005,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,-1.934577759223621,-0.11783172272358974
wheat,IN,IN-06-0042,2006,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,-0.6816258168853743,-1.1631725461891613
wheat,IN,IN-06-0042,2007,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,0.20146884851848074,0.6751959781468291
wheat,IN,IN-06-0042,2008,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,-0.2399635320113915,0.6033876676660281
wheat,IN,IN-06-0042,2009,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,-0.8378217589514285,-0.17724223315362478
wheat,IN,IN-06-0042,2010,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,-0.5811094989952585,0.6467799678437142
wheat,IN,IN-06-0042,2011,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,0.29876650559104884,-0.03483592374196848
wheat,IN,IN-06-0042,2012,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,0.5939655094576751,-0.5038158626742545
wheat,IN,IN-06-0042,2013,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,1.8054579912499922,0.7127366850917239
wheat,IN,IN-06-0042,2014,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,0.9446105810983076,1.0010749940822727
wheat,IN,IN-06-0042,2015,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,1.2467904350617924,1.4767695310047038
wheat,IN,IN-06-0042,2016,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,0.7918628535963579,0.23032755017915038
wheat,IN,IN-06-0042,2017,340.314,109.443,2121.6,61.282,23.4254,76.5623,3462.0,14.56,1.559,4.0,0.28774179029905866,1.2947071005478121
wheat,IN,IN-06-0043,2003,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,-0.41232089539529926,-1.6220948957221843
wheat,IN,IN-06-0043,2004,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,-0.8396796620822294,-0.558948672917697
wheat,IN,IN-06-0043,2005,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,-1.972910789122102,-0.7088534718367875
wheat,IN,IN-06-0043,2006,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,-0.7068829910279271,-0.8011569224103501
wheat,IN,IN-06-0043,2007,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,-0.2589026492864524,0.42210131646559623
wheat,IN,IN-06-0043,2008,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,-0.5970283788653682,0.3946100406745511
wheat,IN,IN-06-0043,2009,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,-0.9311838757608476,0.22767697256809857
wheat,IN,IN-06-0043,2010,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,-0.24317362310755294,0.8412306031159507
wheat,IN,IN-06-0043,2011,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,0.564440752228325,0.6679515205269358
wheat,IN,IN-06-0043,2012,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,0.8699965756436376,-0.2737434347044448
wheat,IN,IN-06-0043,2013,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,2.1008448484407576,-0.6044061125509181
wheat,IN,IN-06-0043,2014,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,0.6459237363974231,0.8270525592432066
wheat,IN,IN-06-0043,2015,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,1.0587726974548544,0.8488555648550704
wheat,IN,IN-06-0043,2016,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,0.57921245145298,0.8140316581263994
wheat,IN,IN-06-0043,2017,338.216,106.741,3000.0,44.803,22.72599,77.90786,6696.0,14.814,1.589,4.0,0.1428918030297947,2.0902626743241237
wheat,IN,IN-06-0502,2003,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,-0.7227115056251849,-1.3688811724731889
wheat,IN,IN-06-0502,2004,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,-0.5951969308922511,-0.22524462340871984
wheat,IN,IN-06-0502,2005,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,-1.89470959607744,-0.6870412452630169
wheat,IN,IN-06-0502,2006,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,-0.8355581521477318,-0.9992413326117442
wheat,IN,IN-06-0502,2007,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,-0.3761465071622135,0.4181755464733859
wheat,IN,IN-06-0502,2008,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,-0.5241636329022281,0.27454979248612893
wheat,IN,IN-06-0502,2009,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,-0.8619127657706543,0.5706414313340445
wheat,IN,IN-06-0502,2010,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,-0.3901398466110055,1.4196526639747042
wheat,IN,IN-06-0502,2011,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,0.49670203429558674,0.16938599215568365
wheat,IN,IN-06-0502,2012,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,0.6764334842627716,-0.3462003997743396
wheat,IN,IN-06-0502,2013,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,2.003009903819871,0.5308186460749985
wheat,IN,IN-06-0502,2014,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,0.9058790636430426,0.8116563120793178
wheat,IN,IN-06-0502,2015,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,1.1737027427943088,0.9626875217624319
wheat,IN,IN-06-0502,2016,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,0.7580253182907947,0.13668383737342218
wheat,IN,IN-06-0502,2017,338.821,109.433,1529.8,55.248,23.55248,77.33728,2769.0,14.485,1.533,4.0,0.18678639008235876,1.6076162103974
wheat,IN,IN-06-1057,2003,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,1.275034709108586,-1.0788896462581006
wheat,IN,IN-06-1057,2004,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,0.3563245456240398,-0.1965979024375144
wheat,IN,IN-06-1057,2005,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,-0.04673928549480059,-0.8245022172252741
wheat,IN,IN-06-1057,2006,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,-0.36385360141639816,-0.982678405187762
wheat,IN,IN-06-1057,2007,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,-0.558504304251659,0.028462787024287534
wheat,IN,IN-06-1057,2008,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,-0.2777487616448833,-0.5548200954186046
wheat,IN,IN-06-1057,2009,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,-1.6462825598928879,-0.09566960658645579
wheat,IN,IN-06-1057,2010,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,-1.5522028853216083,0.49738091454378264
wheat,IN,IN-06-1057,2011,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,-0.3094682849521701,-0.06181640030666365
wheat,IN,IN-06-1057,2012,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,0.32289844176584104,0.13822960471194165
wheat,IN,IN-06-1057,2013,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,2.1292487839278924,1.3692141379162137
wheat,IN,IN-06-1057,2014,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,0.9937653722014946,1.3052599280231059
wheat,IN,IN-06-1057,2015,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,0.14569968187175517,2.0423354727736798
wheat,IN,IN-06-1057,2016,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,0.3790898025167361,0.07946891977942121
wheat,IN,IN-06-1057,2017,341.889,113.19,29.8,0.519,23.07165,80.81684,5741.0,13.956,1.583,4.0,-0.8472616540419611,1.0536955848060126
wheat,IN,IN-06-1058,2003,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,-0.6949038343475489,-1.5312207450119493
wheat,IN,IN-06-1058,2004,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,-1.2620446582813345,-1.216968721405584
wheat,IN,IN-06-1058,2005,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,-2.0685204980185583,-0.06386720290514354
wheat,IN,IN-06-1058,2006,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,-0.3184630612713898,-0.9343645066306093
wheat,IN,IN-06-1058,2007,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,0.19292806371298685,0.18196572077507994
wheat,IN,IN-06-1058,2008,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,-0.419960588461964,0.17559375777627906
wheat,IN,IN-06-1058,2009,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,-0.9005734177320658,0.28388179439548306
wheat,IN,IN-06-1058,2010,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,-0.15742540469993832,0.93807392164589
wheat,IN,IN-06-1058,2011,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,0.5189341153745125,1.0189424945659933
wheat,IN,IN-06-1058,2012,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,0.7444580182757601,-0.407788311158423
wheat,IN,IN-06-1058,2013,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,1.9506698558310496,0.26063178522794594
wheat,IN,IN-06-1058,2014,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,0.7503367600895605,0.9347171574043828
wheat,IN,IN-06-1058,2015,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,1.0250592769708535,0.9695803930355399
wheat,IN,IN-06-1058,2016,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,0.4745012207824134,0.6131862555479989
wheat,IN,IN-06-1058,2017,339.0,104.934,982.1,29.378,22.3344,77.02396,3343.0,14.833,1.592,4.0,0.16500415177566524,1.6421699439534694
wheat,IN,IN-06-1060,2003,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,-0.9201881732097008,-0.40212261025408036
wheat,IN,IN-06-1060,2004,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,-0.9677113364947131,-0.8642638967129656
wheat,IN,IN-06-1060,2005,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,-2.013979469601827,-0.4842174731533353
wheat,IN,IN-06-1060,2006,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,-0.23269269126323905,-1.0534569787048431
wheat,IN,IN-06-1060,2007,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,1.5012344601135845,0.1256104059005525
wheat,IN,IN-06-1060,2008,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,0.7355197371989535,-0.15159938651006435
wheat,IN,IN-06-1060,2009,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,-0.7260189585756907,-0.4859389404555102
wheat,IN,IN-06-1060,2010,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,-0.5229717134404975,0.4483051899175122
wheat,IN,IN-06-1060,2011,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,-0.06863222687272068,0.4886257796173351
wheat,IN,IN-06-1060,2012,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,0.39360772541962463,0.10051523811774125
wheat,IN,IN-06-1060,2013,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,1.6510221602142556,0.34793216975205554
wheat,IN,IN-06-1060,2014,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,1.166358773901255,1.0327089096597288
wheat,IN,IN-06-1060,2015,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,0.4193818244259709,1.2766905576554817
wheat,IN,IN-06-1060,2016,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,-0.2484722058500293,1.1355149369455928
wheat,IN,IN-06-1060,2017,338.817,98.467,681.7,12.565,21.92743,75.02478,5425.0,14.426,1.537,4.0,-0.16645790596521823,1.8263435907911358
wheat,IN,IN-06-1061,2003,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,1.1160336593865703,-0.5764752925120205
wheat,IN,IN-06-1061,2004,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,0.5244218166112372,0.07111460630460005
wheat,IN,IN-06-1061,2005,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,-0.09781668253599828,-1.012617555198895
wheat,IN,IN-06-1061,2006,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,-0.36728515966543235,-0.8569997956800363
wheat,IN,IN-06-1061,2007,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,-0.6047675331078548,-0.6338980165877927
wheat,IN,IN-06-1061,2008,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,-0.2815753185955014,-0.5832477590713484
wheat,IN,IN-06-1061,2009,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,-1.4495694793982543,-0.06320025078821778
wheat,IN,IN-06-1061,2010,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,-1.6232581014117626,0.15489379922376995
wheat,IN,IN-06-1061,2011,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,-0.47427374771524866,-0.18534529487596482
wheat,IN,IN-06-1061,2012,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,0.4972519802309862,0.2198796839241719
wheat,IN,IN-06-1061,2013,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,2.097480371098677,1.1508703788130263
wheat,IN,IN-06-1061,2014,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,1.1464461500496794,1.5543420794683664
wheat,IN,IN-06-1061,2015,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,0.31211361920625225,1.8396680436995931
wheat,IN,IN-06-1061,2016,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,0.12879815106562684,0.46631266760996726
wheat,IN,IN-06-1061,2017,339.931,109.548,1815.5,35.943,23.80013,80.33556,5051.0,13.963,1.622,4.0,-0.923999725218999,1.2929775832160755
wheat,IN,IN-06-1062,2003,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,-1.298399254620069,-1.344438044840689
wheat,IN,IN-06-1062,2004,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,-0.22752989695822276,-1.171600172787185
wheat,IN,IN-06-1062,2005,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,-1.1697158066331412,0.35259619259080455
wheat,IN,IN-06-1062,2006,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,0.07425649500573894,-0.04217659154692496
wheat,IN,IN-06-1062,2007,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,0.9686629958399605,0.2456176714047985
wheat,IN,IN-06-1062,2008,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,0.5235619780333955,-0.013635143747672109
wheat,IN,IN-06-1062,2009,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,-1.5121240967710463,-0.15969644208240377
wheat,IN,IN-06-1062,2010,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,-1.506721626033237,-0.21812894727186516
wheat,IN,IN-06-1062,2011,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,0.19503376455095914,0.980268468507328
wheat,IN,IN-06-1062,2012,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,0.6200603612818875,0.7326350732059776
wheat,IN,IN-06-1062,2013,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,1.6882598891425,0.8091156119786254
wheat,IN,IN-06-1062,2014,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,1.2066693020305714,1.406377749893034
wheat,IN,IN-06-1062,2015,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,0.480662697683177,0.6254169763529384
wheat,IN,IN-06-1062,2016,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,0.2604002871657627,-0.07420785822929724
wheat,IN,IN-06-1062,2017,341.001,111.751,708.2,16.52,24.55844,75.00605,4287.0,13.612,1.549,4.0,-0.3030770897182462,1.3495024865392928
wheat,IN,IN-06-1063,2003,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,0.4112447958414287,-1.4834159342694946
wheat,IN,IN-06-1063,2004,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,0.9471600501508162,-0.8299237690157066
wheat,IN,IN-06-1063,2005,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,0.46781802006783013,-0.30941474897145643
wheat,IN,IN-06-1063,2006,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,0.23531980435483968,-0.6416039126486649
wheat,IN,IN-06-1063,2007,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,0.2824702833041881,-0.4577828510566365
wheat,IN,IN-06-1063,2008,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,0.7863217684687929,0.188323920726907
wheat,IN,IN-06-1063,2009,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,-0.9793083728298637,-0.21784201163977554
wheat,IN,IN-06-1063,2010,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,-1.1172324981113497,-0.18426994755934187
wheat,IN,IN-06-1063,2011,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,0.24460631047031875,0.9306634442251197
wheat,IN,IN-06-1063,2012,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,0.3094259696392461,0.4521713248696925
wheat,IN,IN-06-1063,2013,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,1.7804227386641578,1.3788386001564379
wheat,IN,IN-06-1063,2014,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,0.5245047263055066,1.0578964234167667
wheat,IN,IN-06-1063,2015,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,-0.6476240287742395,0.8948343056329895
wheat,IN,IN-06-1063,2016,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,-1.138439352302708,0.8925465226245354
wheat,IN,IN-06-1063,2017,338.329,108.536,1571.5,23.778,25.76688,76.75191,6609.0,14.156,1.526,4.0,-2.1066902152489737,1.1874709254861864
wheat,IN,IN-06-1064,2003,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,1.2815686846614263,-0.7868168499500914
wheat,IN,IN-06-1064,2004,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,0.5382250425542424,0.22310074432868543
wheat,IN,IN-06-1064,2005,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,-0.09675727577255619,-0.8722575058671427
wheat,IN,IN-06-1064,2006,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,-0.2944903852713237,-0.912891867698592
wheat,IN,IN-06-1064,2007,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,-0.4355742316734581,-0.6314349768311023
wheat,IN,IN-06-1064,2008,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,-0.3364703799347118,-0.7901104806770528
wheat,IN,IN-06-1064,2009,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,-1.5018056932534685,-0.34111757349814176
wheat,IN,IN-06-1064,2010,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,-1.6752050751159073,0.4368896690057853
wheat,IN,IN-06-1064,2011,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,-0.600758823213277,-0.11610447195151748
wheat,IN,IN-06-1064,2012,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,0.34436247918000973,0.07763851198736962
wheat,IN,IN-06-1064,2013,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,1.9193093168603461,1.5402688787366852
wheat,IN,IN-06-1064,2014,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,1.1862600863065855,1.7537219822416177
wheat,IN,IN-06-1064,2015,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,0.39629409423181705,1.7040333649607589
wheat,IN,IN-06-1064,2016,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,0.19288153532895322,0.2231265767265437
wheat,IN,IN-06-1064,2017,339.994,110.06,382.3,8.356,23.77014,80.83907,4575.0,13.537,1.661,4.0,-0.917839374888675,0.9576449774356574
wheat,IN,IN-06-1071,2003,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,1.6393688779605196,-1.6300980414555568
wheat,IN,IN-06-1071,2004,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,0.5416838085468579,-0.26023431955870757
wheat,IN,IN-06-1071,2005,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,-0.16648685493957271,-0.7893362831322025
wheat,IN,IN-06-1071,2006,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,-0.2360896448975009,-1.0480617456633825
wheat,IN,IN-06-1071,2007,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,-0.26850565587958053,-0.5666390790478865
wheat,IN,IN-06-1071,2008,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,-0.2963157424774279,-0.8417659564323168
wheat,IN,IN-06-1071,2009,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,-1.6147058415370807,-0.37007443026820863
wheat,IN,IN-06-1071,2010,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,-1.6801487545248304,0.005062679759827796
wheat,IN,IN-06-1071,2011,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,-0.12890251196423794,-0.41276199227087257
wheat,IN,IN-06-1071,2012,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,0.20940643589913024,-0.027301316104438672
wheat,IN,IN-06-1071,2013,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,1.8815010599482596,1.6866959048670864
wheat,IN,IN-06-1071,2014,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,0.7332683526665063,1.4641632634736055
wheat,IN,IN-06-1071,2015,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,-0.24278035610828028,1.3336760204873095
wheat,IN,IN-06-1071,2016,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,0.5490138119945722,0.28818730391885017
wheat,IN,IN-06-1071,2017,340.991,112.969,13.0,0.345,23.12142,81.64436,3771.0,10.89,1.578,4.0,-0.9203069846873517,1.1684879914268846
