crop_name,country_code,adm_id,harvest_year,yield,production,harvest_area,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,avg_tmin,avg_tmax,avg_tavg,avg_prec,sum_prec,avg_rad,avg_et0,avg_vpd,avg_cwb,n_meteo_obs,avg_ssm,min_ssm,max_ssm,avg_rsm,min_rsm,max_rsm,n_sm_obs,avg_ndvi,min_ndvi,max_ndvi,std_ndvi,n_ndvi_obs,avg_fpar,min_fpar,max_fpar,std_fpar,n_fpar_obs,n_available_blocks
wheat,IN,IN-06-0037,2003,2.206,346800.0,157200.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.322849315068492,31.01475890410959,25.495205479452054,2.718356164383562,992.2,18358833.33561644,4.892687671232877,30.35000273972603,-2.174331506849315,365.0,4.73498502994012,1.077,8.135,295.63595508982036,271.617,353.246,334.0,0.406875,0.189,0.795,0.1673101200825918,40.0,33.23286111111111,12.041,52.851,13.774395207159401,36.0,4
wheat,IN,IN-06-0037,2004,2.139,364930.0,170600.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.231314207650275,31.296043715846995,25.531726775956283,2.6533005464480874,971.1080000000001,18988269.029371586,5.011469945355191,31.19146994535519,-2.358169398907104,366.0,4.708756830601093,1.002,8.665,294.76892896174866,271.49,379.615,366.0,0.4215365853658537,0.217,0.727,0.15519344341191987,41.0,36.14125,13.77,59.92,15.759141371416327,36.0,4
wheat,IN,IN-06-0037,2005,1.874,272340.0,145320.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,19.81676164383562,30.922093150684933,25.18964109589041,2.3194027397260273,846.582,18906362.17260274,4.977684931506849,31.222939726027395,-2.658282191780822,365.0,4.196002739726027,0.533,8.055,287.24459726027396,271.008,345.028,365.0,0.4062,0.207,0.799,0.16430837174545013,40.0,35.85158333333333,12.826,65.835,16.85482920093992,36.0,4
wheat,IN,IN-06-0037,2006,2.245,363640.0,161970.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.126868493150685,30.867298630136986,25.25646301369863,4.304246575342465,1571.05,18361352.644520547,4.677838356164384,28.47487671232877,-0.3735917808219178,365.0,4.831197260273973,1.005,8.905,301.41874794520544,271.509,388.537,365.0,0.411475,0.214,0.73,0.1446635331398788,40.0,33.506194444444446,14.644,59.287,14.304972777363513,36.0,4
wheat,IN,IN-06-0037,2007,1.143,189000.0,165400.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.024430136986304,31.060972602739724,25.302649315068496,3.228249315068493,1178.311,18786789.60958904,4.801717808219178,29.842838356164386,-1.573468493150685,365.0,5.133969863013698,2.042,8.601,302.15726575342467,272.801,377.097,365.0,0.43906976744186044,0.221,0.846,0.18132112993103822,43.0,37.292,14.108,66.27,16.6082389708929,36.0,4
wheat,IN,IN-06-0037,2008,1.482,226900.0,153100.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,19.82280601092896,30.867008196721315,25.096349726775955,2.3945054644808743,876.389,18603497.6284153,4.832734972677596,29.847942622950818,-2.4382295081967214,366.0,4.9450520547945205,1.697,8.526,298.197095890411,272.297,362.975,365.0,0.4178421052631579,0.198,0.793,0.15952522910114375,38.0,36.70052777777778,13.128,62.938,15.762606946253008,36.0,4
wheat,IN,IN-06-0037,2009,2.088,401100.0,192100.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.7244,31.569687671232877,25.955046575342468,3.2995945205479456,1204.352,18809992.89863014,4.949413698630138,31.02964109589041,-1.6498191780821918,365.0,4.7427534246575345,1.478,8.722,296.6893397260274,271.981,372.037,365.0,0.4322790697674419,0.205,0.852,0.19310141988348714,43.0,36.35469444444445,12.03,73.032,19.568045530287304,36.0,4
wheat,IN,IN-06-0037,2010,1.602,327200.0,204200.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.867534246575342,31.467082191780822,25.96413424657534,2.9201698630136987,1065.862,18632720.81849315,4.906767123287671,30.458764383561647,-1.9865972602739728,365.0,4.963783561643836,1.202,8.319,299.0973808219178,271.729,371.236,365.0,0.439025,0.211,0.84,0.19565714223532019,40.0,39.33680555555556,12.979,72.428,19.524031765741483,36.0,4
wheat,IN,IN-06-0037,2011,2.912,666800.0,229000.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.027517808219176,30.842523287671234,25.221331506849314,3.521,1285.165,18192943.874657534,4.6635479452054796,29.041304109589042,-1.1425479452054796,365.0,5.3479315068493145,1.621,8.954,315.391205479452,272.269,407.282,365.0,0.4517380952380952,0.206,0.841,0.1837807627507814,42.0,37.13547222222222,13.078,66.574,17.16960743787216,36.0,4
wheat,IN,IN-06-0037,2012,2.122,503880.0,237510.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,19.857939890710384,30.732027322404374,25.070418032786883,3.2645655737704917,1194.831,18423343.56420765,4.8307431693989065,29.92795901639344,-1.5661775956284154,366.0,5.439945355191257,2.107,8.764,311.8106393442623,272.98,404.549,366.0,0.4203,0.208,0.799,0.1720426601836792,40.0,35.215111111111106,13.548,63.036,16.896706843605063,36.0,4
wheat,IN,IN-06-0037,2013,2.216,543610.0,245360.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,19.900164383561645,30.018057534246577,24.674452054794518,4.679841095890411,1708.142,17368901.157534245,4.4404520547945205,26.323202739726025,0.23938904109589043,365.0,5.984416438356164,1.967,8.986,329.5941232876712,272.863,429.915,365.0,0.43419444444444444,0.223,0.662,0.15784401331593964,36.0,37.10538888888889,14.789,66.006,16.90520468676991,36.0,4
wheat,IN,IN-06-0037,2014,3.546,851000.0,240000.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.41392602739726,30.84977534246575,25.402150684931506,2.6552246575342466,969.157,18665738.196575344,4.79053698630137,28.870389041095887,-2.135312328767123,365.0,5.519084931506849,2.628,8.428,306.0111123287671,273.982,364.138,365.0,0.44536585365853665,0.226,0.764,0.17708680866986687,41.0,38.55161111111111,13.679,70.751,18.85324194823612,36.0,4
wheat,IN,IN-06-0037,2015,3.642,896000.0,246000.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.65561095890411,30.996857534246573,25.550405479452053,3.3658328767123287,1228.529,18102568.75342466,4.668443835616438,28.609613698630138,-1.3026109589041097,365.0,5.7081698630136986,2.43,8.851,308.2467232876712,273.589,385.478,365.0,0.4449512195121951,0.23,0.725,0.16303679818058134,41.0,39.21058333333333,15.628,72.388,17.62293290877381,36.0,4
wheat,IN,IN-06-0037,2016,3.388,847000.0,250000.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.565027322404372,31.374967213114754,25.687868852459015,3.936027322404372,1440.586,18136649.862704918,4.742442622950819,29.544224043715847,-0.8064153005464479,366.0,5.484573770491804,1.872,8.819,318.7669918032787,272.688,407.987,366.0,0.4196944444444444,0.212,0.668,0.16525734380819418,36.0,36.57125,13.904,65.009,17.19325910328979,36.0,4
wheat,IN,IN-06-0037,2017,3.528,696430.0,197400.0,339.254,107.474,3026.6,46.06,23.10726,77.04536,6571.0,14.551,1.556,4.0,20.48674794520548,31.37021917808219,25.660043835616435,2.984698630136986,1089.415,18468606.2369863,4.804769863013699,29.91415616438356,-1.8200712328767124,365.0,5.251205479452055,2.375,8.287,297.8172273972603,273.461,363.411,365.0,0.45566666666666666,0.217,0.886,0.18653069922773022,39.0,39.84269444444445,15.24,71.005,18.182022863758974,36.0,4
wheat,IN,IN-06-0038,2001,1.42,242900.0,171000.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.002668493150686,30.873208219178082,25.197041095890413,2.931227397260274,1069.898,18529288.1,4.7913424657534245,29.958602739726025,-1.8601150684931507,365.0,,,,,,,,0.39321951219512197,0.186,0.705,0.1393918061069448,41.0,31.460416666666667,12.079,50.331,12.634024478989828,36.0,3
wheat,IN,IN-06-0038,2002,1.568,271400.0,173100.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.345021917808218,31.45953424657534,25.69652602739726,2.8512575342465754,1040.709,18988350.482191782,5.0821287671232875,32.0342,-2.2308712328767126,365.0,,,,,,,,0.39769047619047615,0.192,0.676,0.14386519572582915,42.0,31.68936111111111,11.741,59.359,15.04505039283737,36.0,3
wheat,IN,IN-06-0038,2003,1.561,277100.0,177500.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.313005479452055,30.795309589041096,25.350832876712328,3.508241095890411,1280.508,18091442.30410959,4.758654794520548,29.55408493150685,-1.250413698630137,365.0,5.2049161676646705,1.324,8.286,308.82570658682636,271.903,383.159,334.0,0.3974358974358974,0.183,0.768,0.1542751804699701,39.0,31.582388888888886,11.929,61.836,14.34253490899963,36.0,4
wheat,IN,IN-06-0038,2004,1.562,279280.0,178740.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.26335519125683,31.09436612021858,25.452934426229508,2.721601092896175,996.106,18842496.593579236,4.901032786885246,30.495926229508196,-2.179431693989071,366.0,5.16518306010929,1.483,8.642,301.64838797814207,272.062,381.173,366.0,0.41816666666666663,0.21,0.619,0.14088083818996,42.0,34.78502777777778,12.992,61.308,15.127468808166935,36.0,4
wheat,IN,IN-06-0038,2005,1.71,304530.0,178040.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.001712328767123,31.02559178082192,25.342750684931506,2.824687671232877,1031.011,18837314.346575342,4.910413698630137,31.499101369863016,-2.08572602739726,365.0,4.655769863013699,0.896,8.163,293.2218301369863,271.392,359.785,365.0,0.4165853658536585,0.194,0.759,0.16013322197622767,41.0,33.97011111111111,12.197,62.518,16.112999509318605,36.0,4
wheat,IN,IN-06-0038,2006,1.745,311310.0,178360.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.182509589041096,30.796298630136985,25.224090410958905,4.026742465753425,1469.761,18213728.593835615,4.598597260273973,28.184712328767123,-0.571854794520548,365.0,5.018906849315068,1.47,8.898,300.12912602739726,272.044,383.301,365.0,0.407725,0.212,0.614,0.12688880403622532,40.0,33.01741666666666,14.132,58.748,14.717266288032473,36.0,4
wheat,IN,IN-06-0038,2007,1.214,203900.0,167900.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,19.97737808219178,30.903035616438356,25.170199999999998,2.6432493150684935,964.7860000000001,18685709.997260273,4.714791780821918,29.354186301369865,-2.0715424657534247,365.0,5.127665753424657,1.97,8.261,299.5763260273973,272.675,368.34,365.0,0.42422727272727273,0.214,0.75,0.15881067617388836,44.0,35.35305555555556,12.981,58.898,15.671597845318672,36.0,4
wheat,IN,IN-06-0038,2008,1.585,266900.0,168400.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,19.925956284153006,30.878199453551915,25.1493306010929,2.730704918032787,999.438,18508572.595628414,4.751469945355192,29.7901912568306,-2.0207650273224043,366.0,5.100227397260274,1.564,8.666,302.81562739726024,272.1,376.61,365.0,0.42502564102564105,0.197,0.83,0.15949913168869193,39.0,36.11538888888889,12.309,56.494,15.199366254227797,36.0,4
wheat,IN,IN-06-0038,2009,2.032,376500.0,185300.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.77017808219178,31.526378082191783,25.946975342465755,3.178539726027397,1160.167,18700608.978767123,4.86194794520548,30.877838356164382,-1.6834082191780821,365.0,4.9752465753424655,1.662,8.761,301.5478767123288,272.176,383.698,365.0,0.4499302325581396,0.202,0.833,0.19033684368568882,43.0,37.948055555555555,11.805,64.672,18.69010858172915,36.0,4
wheat,IN,IN-06-0038,2010,1.527,278400.0,182300.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.946893150684932,31.46117808219178,26.0103095890411,2.634942465753425,961.754,18521287.942465752,4.857328767123287,30.47513424657534,-2.222386301369863,365.0,5.183654794520549,1.394,8.34,303.6757205479452,271.917,379.26,365.0,0.4602682926829268,0.197,0.832,0.19032222996673884,41.0,40.18111111111111,12.232,72.735,19.071071113492103,36.0,4
wheat,IN,IN-06-0038,2011,2.897,622000.0,214700.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,19.92605479452055,30.596147945205477,25.016175342465754,4.268057534246575,1557.841,18130535.591780823,4.5539643835616435,28.195241095890413,-0.28590684931506855,365.0,5.543761643835617,1.663,8.946,320.782095890411,272.265,420.265,365.0,0.44175609756097567,0.2,0.801,0.164676164105162,41.0,36.209944444444446,12.479,62.653,16.552923745100475,36.0,4
wheat,IN,IN-06-0038,2012,3.391,788550.0,232570.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,19.768213114754097,30.585371584699452,24.9412131147541,3.343986338797814,1223.899,18417579.530054644,4.731617486338798,29.36793442622951,-1.3876311475409835,366.0,5.667079234972677,2.167,8.896,317.89995081967214,273.01,416.196,366.0,0.41136585365853656,0.197,0.745,0.15752392772172122,41.0,34.903638888888885,12.455,63.071,16.94869951716107,36.0,4
wheat,IN,IN-06-0038,2013,2.138,517100.0,241870.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,19.929046575342465,30.069501369863016,24.672709589041098,5.133767123287671,1873.825,17332056.410958905,4.376791780821918,26.266783561643837,0.7569753424657534,365.0,6.18793698630137,2.18,9.0,334.35684657534244,273.102,440.3,365.0,0.445974358974359,0.211,0.655,0.15016368037639302,39.0,36.68827777777778,12.701,65.145,16.499876002323884,36.0,4
wheat,IN,IN-06-0038,2014,3.396,917000.0,270000.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.503071232876714,30.869427397260274,25.445939726027397,2.6307616438356165,960.228,18583108.591780823,4.769975342465753,28.993580821917806,-2.139213698630137,365.0,5.634693150684932,2.579,8.576,308.1434136986301,273.829,369.185,365.0,0.453,0.218,0.754,0.16512828346470512,41.0,39.32330555555555,14.126,74.985,19.42565366404427,36.0,4
wheat,IN,IN-06-0038,2015,3.156,770000.0,244000.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.576789041095893,30.89612602739726,25.470594520547944,3.942482191780822,1439.006,18059374.29589041,4.580854794520548,27.955197260273977,-0.638372602739726,365.0,5.792158904109589,2.441,8.861,309.31949315068493,273.496,384.646,365.0,0.45151219512195123,0.228,0.69,0.150389514586493,41.0,38.55708333333334,13.308,70.791,17.38265762579802,36.0,4
wheat,IN,IN-06-0038,2016,3.267,771000.0,236000.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.595226775956284,31.31477868852459,25.68062568306011,3.947584699453552,1444.816,18041665.456284154,4.643975409836066,29.188688524590162,-0.6963907103825138,366.0,5.591833333333334,1.958,8.965,320.3199508196721,272.74,413.003,366.0,0.4475609756097561,0.213,0.708,0.16653603946000511,41.0,38.206361111111114,14.155,64.731,17.265118411993555,36.0,4
wheat,IN,IN-06-0038,2017,3.278,647730.0,197600.0,338.155,107.816,3529.6,41.579,23.27629,78.08489,8489.0,14.529,1.551,4.0,20.405753424657536,31.271800000000002,25.57218904109589,2.8687726027397256,1047.1019999999999,18479406.026027396,4.715515068493151,29.362142465753426,-1.8467424657534248,365.0,5.400904109589041,2.422,8.613,301.58449589041095,273.426,373.729,365.0,0.46615,0.223,0.68,0.15687943271906749,40.0,39.81491666666667,15.52,67.864,17.280956379577407,36.0,4
wheat,IN,IN-06-0039,2001,1.401,282700.0,201800.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.525468493150687,30.930150684931505,25.016087671232874,2.7041753424657533,987.024,18694430.716438357,4.870443835616438,30.768690410958904,-2.166268493150685,365.0,,,,,,,,0.36892857142857144,0.177,0.729,0.14959349680288336,42.0,29.87038888888889,11.683,47.367,12.46855407192207,36.0,3
wheat,IN,IN-06-0039,2002,1.325,308700.0,233000.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,20.008052054794522,31.498216438356163,25.563898630136986,2.2544219178082194,822.864,19190210.673972603,5.1824876712328765,32.70446027397261,-2.9280657534246575,365.0,,,,,,,,0.3613953488372093,0.178,0.675,0.14168881723775012,43.0,30.867194444444447,11.181,53.332,14.19515633249483,36.0,3
wheat,IN,IN-06-0039,2003,1.573,332900.0,211600.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.86153698630137,30.675252054794523,25.084098630136985,2.9498849315068494,1076.708,18228648.539041094,4.7751095890410955,29.63965205479452,-1.8252246575342466,365.0,5.015541916167665,1.457,8.292,300.0258053892216,267.203,370.939,334.0,0.36745,0.169,0.643,0.1454326789362147,40.0,31.320111111111107,11.026,53.83,13.920117018756452,36.0,4
wheat,IN,IN-06-0039,2004,1.563,335220.0,214480.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.985355191256833,31.167606557377045,25.411051912568304,2.6616366120218578,974.159,18903903.75136612,4.97272131147541,31.408336065573774,-2.3110846994535517,366.0,5.012390710382514,1.54,8.701,294.82222677595627,267.296,382.222,366.0,0.3826341463414634,0.186,0.615,0.1489153712847604,41.0,32.98111111111111,11.916,59.298,15.34901007469263,36.0,4
wheat,IN,IN-06-0039,2005,1.514,312780.0,206570.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.486895890410956,30.77610684931507,24.97962191780822,2.432221917808219,887.761,18919726.030136988,4.908945205479452,31.024506849315067,-2.476723287671233,365.0,4.5086082191780825,0.982,8.199,286.5262575342466,266.629,357.925,365.0,0.3932,0.179,0.758,0.1639443641771639,45.0,32.464888888888886,11.367,63.113,16.270621961556145,36.0,4
wheat,IN,IN-06-0039,2006,1.666,355790.0,213500.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.957383561643834,30.91555616438356,25.22857808219178,3.159690410958904,1153.287,18377762.479452055,4.691257534246575,29.350816438356166,-1.5315671232876713,365.0,4.78274794520548,1.333,8.734,291.07148493150686,267.037,370.463,365.0,0.3825121951219512,0.188,0.617,0.1396354399769664,41.0,31.400805555555557,12.485,55.696,14.734146214674157,36.0,4
wheat,IN,IN-06-0039,2007,1.125,202400.0,179900.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.538383561643837,30.825652054794517,24.986575342465756,1.981408219178082,723.2139999999999,18809116.68630137,4.7780219178082195,29.863126027397257,-2.796613698630137,365.0,4.866408219178083,1.925,8.194,290.4384904109589,267.806,356.923,365.0,0.40639534883720935,0.194,0.791,0.16851807018195886,43.0,34.347055555555556,12.044,58.99,15.885408155994599,36.0,4
wheat,IN,IN-06-0039,2008,1.503,259600.0,172700.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.411532786885246,30.71525956284153,24.84760655737705,2.82727868852459,1034.7839999999999,18515817.289617486,4.7349344262295086,29.654956284153005,-1.907655737704918,366.0,4.941060273972603,1.637,8.595,296.0724,267.322,364.438,365.0,0.3952307692307692,0.186,0.664,0.15337543574998563,39.0,34.44302777777778,11.487,56.3,15.845115760269767,36.0,4
wheat,IN,IN-06-0039,2009,1.87,370400.0,198100.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,20.294065753424658,31.22363287671233,25.613147945205483,2.698682191780822,985.019,18819577.830821916,4.8976,30.39861917808219,-2.198917808219178,365.0,4.739794520547945,1.581,8.651,290.8647178082192,267.221,366.903,365.0,0.4238139534883721,0.189,0.826,0.1945450438494354,43.0,36.417388888888894,11.073,66.13,19.019940583169593,36.0,4
wheat,IN,IN-06-0039,2010,1.651,341600.0,206900.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,20.50140821917808,31.264769863013697,25.708917808219176,2.310254794520548,843.243,18579268.50821918,4.879750684931507,30.522427397260273,-2.569495890410959,365.0,4.930912328767123,1.491,8.176,294.1583671232877,267.153,360.528,365.0,0.4418837209302326,0.172,0.827,0.20706419631444936,43.0,39.61711111111111,11.021,71.801,20.33910759775403,36.0,4
wheat,IN,IN-06-0039,2011,1.95,402100.0,206200.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.521742465753423,30.477405479452056,24.812353424657534,4.075632876712329,1487.606,18216945.406849314,4.567254794520548,28.390457534246575,-0.4916219178082192,365.0,5.304550684931507,1.438,8.9,310.8714273972603,267.131,401.121,365.0,0.42247500000000004,0.185,0.759,0.17890220613221733,40.0,35.57602777777778,11.75,67.11,18.00652534814788,36.0,4
wheat,IN,IN-06-0039,2012,1.754,446260.0,254410.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.248226775956283,30.460387978142077,24.672920765027325,2.762704918032787,1011.15,18465866.463114753,4.766513661202186,29.696267759562843,-2.0038087431693987,366.0,5.417953551912568,2.167,8.747,307.930762295082,268.24,393.258,366.0,0.3852439024390244,0.18,0.796,0.17961747972953593,41.0,33.55866666666667,11.058,62.47,17.604094707116943,36.0,4
wheat,IN,IN-06-0039,2013,2.085,544730.0,261280.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.361375342465752,29.882358904109587,24.33061917808219,4.692901369863014,1712.909,17502048.43630137,4.395202739726027,26.261131506849317,0.2976986301369863,365.0,6.060139726027398,2.149,8.986,327.47917808219177,268.262,431.259,365.0,0.43827499999999997,0.188,0.855,0.17744395828918305,40.0,36.54069444444444,11.685,62.013,16.464757586726947,36.0,4
wheat,IN,IN-06-0039,2014,2.729,775000.0,284000.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.94632602739726,30.596098630136982,25.0708301369863,2.4509178082191783,894.585,18699531.0630137,4.757416438356164,28.747298630136985,-2.306498630136986,365.0,5.530145205479452,2.578,8.373,303.5195369863014,269.159,368.837,365.0,0.43848780487804884,0.195,0.77,0.19636447259512343,41.0,39.39222222222222,12.004,77.881,21.557570232964714,36.0,4
wheat,IN,IN-06-0039,2015,2.386,730000.0,306000.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,20.049901369863015,30.661857534246575,25.10789315068493,3.0027698630136985,1096.011,18205050.484931506,4.58821095890411,27.895775342465754,-1.585441095890411,365.0,5.587183561643836,2.367,8.803,301.18207123287675,268.644,382.49,365.0,0.43616666666666665,0.198,0.748,0.18703852696464893,42.0,39.18947222222222,11.32,74.016,20.20904084171398,36.0,4
wheat,IN,IN-06-0039,2016,2.961,832000.0,281000.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,20.33906010928962,31.390622950819676,25.600704918032786,3.1385273224043715,1148.701,18169135.198770493,4.708401639344262,29.993997267759564,-1.5698743169398905,366.0,5.355472677595628,1.831,8.862,309.9916912568306,267.745,398.279,366.0,0.41775,0.187,0.693,0.18011830158010755,40.0,36.29533333333333,11.42,67.99,18.46962377836337,36.0,4
wheat,IN,IN-06-0039,2017,3.9,1025700.0,263000.0,338.083,109.279,5385.2,73.639,23.93449,77.79085,7313.0,14.494,1.545,4.0,19.946010958904107,31.050528767123286,25.240408219178082,2.7437534246575344,1001.47,18513408.37739726,4.736043835616438,29.30155616438356,-1.9922904109589041,365.0,5.094624657534246,2.324,8.701,291.039,268.522,361.352,365.0,0.43795,0.198,0.84,0.1900859387292077,40.0,38.61902777777778,11.797,71.906,19.229364645155307,36.0,4
wheat,IN,IN-06-0040,2001,1.409,118500.0,84100.0,338.67,106.85,1486.9,14.768,21.90944,77.9408,10068.0,14.344,1.522,5.0,19.47050684931507,29.476139726027395,24.24252602739726,2.8531315068493153,1041.393,18583860.864383563,4.692671232876712,26.568150684931506,-1.8395397260273973,365.0,,,,,,,,0.3923170731707317,0.205,0.718,0.163260901477419,41.0,31.151777777777777,14.53,55.939,13.447132110838698,36.0,3
wheat,IN,IN-06-0040,2002,1.149,96500.0,84000.0,338.67,106.85,1486.9,14.768,21.90944,77.9408,10068.0,14.344,1.522,5.0,19.545786301369866,29.860317808219175,24.493326027397263,2.8818054794520545,1051.859,18838910.867123287,4.843367123287671,27.846865753424655,-1.9615616438356165,365.0,,,,,,,,0.38590697674418606,0.21,0.761,0.1327008475864646,43.0,33.64366666666667,15.068,59.079,12.99661012066498,36.0,3
wheat,IN,IN-06-0040,2003,1.428,125200.0,87700.0,338.67,106.85,1486.9,14.768,21.90944,77.9408,10068.0,14.344,1.522,5.0,19.663265753424657,29.539572602739725,24.3873397260274,2.9505424657534247,1076.948,18181755.339041095,4.658391780821918,26.529041095890413,-1.7078493150684932,365.0,5.1751766467065865,1.563,8.249,302.2437754491018,267.731,371.91,334.0,0.4043658536585366,0.201,0.76,0.1582262235057073,41.0,33.49572222222222,14.441,53.233,13.096315179929945,36.0,4
wheat,IN,IN-06-0040,2004,1.413,128800.0,91140.0,338.67,106.85,1486.9,14.768,21.90944,77.9408,10068.0,14.344,1.522,5.0,19.523193989071036,29.704346994535516,24.364314207650274,2.880114754098361,1054.122,19079008.634562843,4.796505464480874,27.19878142076503,-1.9163907103825137,366.0,4.910653005464481,1.358,7.919,291.5922240437159,267.474,356.443,366.0,0.3965476190476191,0.211,0.701,0.132565897535206,42.0,35.108555555555554,16.119,56.781,12.8323265888357,36.0,4
wheat,IN,IN-06-0040,2005,1.564,133050.0,85050.0,338.67,106.85,1486.9,14.768,21.90944,77.9408,10068.0,14.344,1.522,5.0,19.43088493150685,29.62184383561644,24.267227397260275,3.1175260273972603,1137.897,18903179.894520547,4.822717808219178,27.884443835616437,-1.7051917808219177,365.0,4.622032876712328,0.843,8.092,289.7001205479452,266.921,360.041,365.0,0.4163170731707317,0.221,0.757,0.16766550614607503,41.0,34.66638888888889,14.403,63.381,15.427159124234263,36.0,4
wheat,IN,IN-06-0040,2006,1.546,145020.0,93810.0,338.67,106.85,1486.9,14.768,21.90944,77.9408,10068.0,14.344,1.522,5.0,19.528734246575343,29.396002739726026,24.16361917808219,3.778268493150685,1379.068,18273936.94589041,4.471547945205479,24.8164301369863,-0.6932794520547946,365.0,5.1218876712328765,1.827,8.39,298.8836273972603,267.945,371.54,365.0,0.4185128205128205,0.267,0.732,0.1349687823155047,39.0,35.07563888888889,17.339,60.073,13.346270623345958,36.0,4
wheat,IN,IN-06-0040,2007,1.548,153400.0,99100.0,338.67,106.85,1486.9,14.768,21.90944,77.9408,10068.0,14.344,1.522,5.0,19.60325205479452,29.792230136986305,24.395813698630135,3.499139726027397,1277.186,18684816.334931508,4.646347945205479,26.671112328767123,-1.1472082191780824,365.0,5.343860273972603,2.118,8.689,304.650402739726,268.373,387.506,365.0,0.43272093023255814,0.235,0.793,0.1613795180226081,43.0,36.47236111111111,16.413,60.767,14.140719981978647,36.0,4
